metric_id,geography_level,geography_code,year,religion,residence,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
top-quintile-share,national,IN,2023,muslim,all,13.7,community_population,31468,,,hces-2023-24,sources/hces-2023-24/HCES_Data_2023-24_Csv.zip,canonicalize-top-quintile-share-v1.0.0-20260611T040515Z,"Computed from HCES 2023-24 unit-level microdata (NSO; 2.61 lakh households) pulled via the MoSPI NADA API: share of the community's population (rural+urban) living in households whose MPCE falls in the top fifth of the national person-weighted MPCE distribution (quintile cuts Rs 2,903 / 3,677 / 4,632 / 6,302; every all-India quintile share = 20.0 by construction, the built-in validation). The counterpoint: Muslims sit at PAR in the bottom fifth (20.5 vs 20.0) - the distribution is compressed below the top, not crowded at the bottom. Same MPCE machinery as the mpce metric (reproduces the published national MPCE within ~2%). NSO unit-data rider: religion is self-reported and the survey is designed for MPCE estimation, so the religion split is indicative and no sub-state estimate is made. Year=2023 = HCES 2023-24.",false
top-quintile-share,national,IN,2023,muslim,rural,6.5,community_population,16514,,,hces-2023-24,sources/hces-2023-24/HCES_Data_2023-24_Csv.zip,canonicalize-top-quintile-share-v1.0.0-20260611T040515Z,"Computed from HCES 2023-24 unit-level microdata (NSO; 2.61 lakh households) pulled via the MoSPI NADA API: share of the community's population (rural) living in households whose MPCE falls in the top fifth of the national person-weighted MPCE distribution (quintile cuts Rs 2,903 / 3,677 / 4,632 / 6,302; every all-India quintile share = 20.0 by construction, the built-in validation). The counterpoint: Muslims sit at PAR in the bottom fifth (20.5 vs 20.0) - the distribution is compressed below the top, not crowded at the bottom. Same MPCE machinery as the mpce metric (reproduces the published national MPCE within ~2%). NSO unit-data rider: religion is self-reported and the survey is designed for MPCE estimation, so the religion split is indicative and no sub-state estimate is made. Year=2023 = HCES 2023-24.",false
top-quintile-share,national,IN,2023,muslim,urban,26.3,community_population,14954,,,hces-2023-24,sources/hces-2023-24/HCES_Data_2023-24_Csv.zip,canonicalize-top-quintile-share-v1.0.0-20260611T040515Z,"Computed from HCES 2023-24 unit-level microdata (NSO; 2.61 lakh households) pulled via the MoSPI NADA API: share of the community's population (urban) living in households whose MPCE falls in the top fifth of the national person-weighted MPCE distribution (quintile cuts Rs 2,903 / 3,677 / 4,632 / 6,302; every all-India quintile share = 20.0 by construction, the built-in validation). The counterpoint: Muslims sit at PAR in the bottom fifth (20.5 vs 20.0) - the distribution is compressed below the top, not crowded at the bottom. Same MPCE machinery as the mpce metric (reproduces the published national MPCE within ~2%). NSO unit-data rider: religion is self-reported and the survey is designed for MPCE estimation, so the religion split is indicative and no sub-state estimate is made. Year=2023 = HCES 2023-24.",false
top-quintile-share,national,IN,2023,hindu,all,20.2,community_population,203216,,,hces-2023-24,sources/hces-2023-24/HCES_Data_2023-24_Csv.zip,canonicalize-top-quintile-share-v1.0.0-20260611T040515Z,"Computed from HCES 2023-24 unit-level microdata (NSO; 2.61 lakh households) pulled via the MoSPI NADA API: share of the community's population (rural+urban) living in households whose MPCE falls in the top fifth of the national person-weighted MPCE distribution (quintile cuts Rs 2,903 / 3,677 / 4,632 / 6,302; every all-India quintile share = 20.0 by construction, the built-in validation). The counterpoint: Muslims sit at PAR in the bottom fifth (20.5 vs 20.0) - the distribution is compressed below the top, not crowded at the bottom. Same MPCE machinery as the mpce metric (reproduces the published national MPCE within ~2%). NSO unit-data rider: religion is self-reported and the survey is designed for MPCE estimation, so the religion split is indicative and no sub-state estimate is made. Year=2023 = HCES 2023-24.",false
top-quintile-share,national,IN,2023,hindu,rural,10.1,community_population,121483,,,hces-2023-24,sources/hces-2023-24/HCES_Data_2023-24_Csv.zip,canonicalize-top-quintile-share-v1.0.0-20260611T040515Z,"Computed from HCES 2023-24 unit-level microdata (NSO; 2.61 lakh households) pulled via the MoSPI NADA API: share of the community's population (rural) living in households whose MPCE falls in the top fifth of the national person-weighted MPCE distribution (quintile cuts Rs 2,903 / 3,677 / 4,632 / 6,302; every all-India quintile share = 20.0 by construction, the built-in validation). The counterpoint: Muslims sit at PAR in the bottom fifth (20.5 vs 20.0) - the distribution is compressed below the top, not crowded at the bottom. Same MPCE machinery as the mpce metric (reproduces the published national MPCE within ~2%). NSO unit-data rider: religion is self-reported and the survey is designed for MPCE estimation, so the religion split is indicative and no sub-state estimate is made. Year=2023 = HCES 2023-24.",false
top-quintile-share,national,IN,2023,hindu,urban,45.3,community_population,81733,,,hces-2023-24,sources/hces-2023-24/HCES_Data_2023-24_Csv.zip,canonicalize-top-quintile-share-v1.0.0-20260611T040515Z,"Computed from HCES 2023-24 unit-level microdata (NSO; 2.61 lakh households) pulled via the MoSPI NADA API: share of the community's population (urban) living in households whose MPCE falls in the top fifth of the national person-weighted MPCE distribution (quintile cuts Rs 2,903 / 3,677 / 4,632 / 6,302; every all-India quintile share = 20.0 by construction, the built-in validation). The counterpoint: Muslims sit at PAR in the bottom fifth (20.5 vs 20.0) - the distribution is compressed below the top, not crowded at the bottom. Same MPCE machinery as the mpce metric (reproduces the published national MPCE within ~2%). NSO unit-data rider: religion is self-reported and the survey is designed for MPCE estimation, so the religion split is indicative and no sub-state estimate is made. Year=2023 = HCES 2023-24.",false
top-quintile-share,national,IN,2023,christian,all,30.0,community_population,17404,,,hces-2023-24,sources/hces-2023-24/HCES_Data_2023-24_Csv.zip,canonicalize-top-quintile-share-v1.0.0-20260611T040515Z,"Computed from HCES 2023-24 unit-level microdata (NSO; 2.61 lakh households) pulled via the MoSPI NADA API: share of the community's population (rural+urban) living in households whose MPCE falls in the top fifth of the national person-weighted MPCE distribution (quintile cuts Rs 2,903 / 3,677 / 4,632 / 6,302; every all-India quintile share = 20.0 by construction, the built-in validation). The counterpoint: Muslims sit at PAR in the bottom fifth (20.5 vs 20.0) - the distribution is compressed below the top, not crowded at the bottom. Same MPCE machinery as the mpce metric (reproduces the published national MPCE within ~2%). NSO unit-data rider: religion is self-reported and the survey is designed for MPCE estimation, so the religion split is indicative and no sub-state estimate is made. Year=2023 = HCES 2023-24.",false
top-quintile-share,national,IN,2023,christian,rural,17.9,community_population,10571,,,hces-2023-24,sources/hces-2023-24/HCES_Data_2023-24_Csv.zip,canonicalize-top-quintile-share-v1.0.0-20260611T040515Z,"Computed from HCES 2023-24 unit-level microdata (NSO; 2.61 lakh households) pulled via the MoSPI NADA API: share of the community's population (rural) living in households whose MPCE falls in the top fifth of the national person-weighted MPCE distribution (quintile cuts Rs 2,903 / 3,677 / 4,632 / 6,302; every all-India quintile share = 20.0 by construction, the built-in validation). The counterpoint: Muslims sit at PAR in the bottom fifth (20.5 vs 20.0) - the distribution is compressed below the top, not crowded at the bottom. Same MPCE machinery as the mpce metric (reproduces the published national MPCE within ~2%). NSO unit-data rider: religion is self-reported and the survey is designed for MPCE estimation, so the religion split is indicative and no sub-state estimate is made. Year=2023 = HCES 2023-24.",false
top-quintile-share,national,IN,2023,christian,urban,57.4,community_population,6833,,,hces-2023-24,sources/hces-2023-24/HCES_Data_2023-24_Csv.zip,canonicalize-top-quintile-share-v1.0.0-20260611T040515Z,"Computed from HCES 2023-24 unit-level microdata (NSO; 2.61 lakh households) pulled via the MoSPI NADA API: share of the community's population (urban) living in households whose MPCE falls in the top fifth of the national person-weighted MPCE distribution (quintile cuts Rs 2,903 / 3,677 / 4,632 / 6,302; every all-India quintile share = 20.0 by construction, the built-in validation). The counterpoint: Muslims sit at PAR in the bottom fifth (20.5 vs 20.0) - the distribution is compressed below the top, not crowded at the bottom. Same MPCE machinery as the mpce metric (reproduces the published national MPCE within ~2%). NSO unit-data rider: religion is self-reported and the survey is designed for MPCE estimation, so the religion split is indicative and no sub-state estimate is made. Year=2023 = HCES 2023-24.",false
top-quintile-share,national,IN,2023,sikh,all,40.6,community_population,4028,,,hces-2023-24,sources/hces-2023-24/HCES_Data_2023-24_Csv.zip,canonicalize-top-quintile-share-v1.0.0-20260611T040515Z,"Computed from HCES 2023-24 unit-level microdata (NSO; 2.61 lakh households) pulled via the MoSPI NADA API: share of the community's population (rural+urban) living in households whose MPCE falls in the top fifth of the national person-weighted MPCE distribution (quintile cuts Rs 2,903 / 3,677 / 4,632 / 6,302; every all-India quintile share = 20.0 by construction, the built-in validation). The counterpoint: Muslims sit at PAR in the bottom fifth (20.5 vs 20.0) - the distribution is compressed below the top, not crowded at the bottom. Same MPCE machinery as the mpce metric (reproduces the published national MPCE within ~2%). NSO unit-data rider: religion is self-reported and the survey is designed for MPCE estimation, so the religion split is indicative and no sub-state estimate is made. Year=2023 = HCES 2023-24.",false
