metric_id,geography_level,geography_code,year,religion,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
pop-share,national,IN,2011,muslim,14.2251,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S01,2011,muslim,68.3142,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S02,2011,muslim,2.1834,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S03,2011,muslim,1.9302,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S04,2011,muslim,4.8744,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S05,2011,muslim,13.9479,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S06,2011,muslim,7.0266,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S07,2011,muslim,12.8585,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S08,2011,muslim,9.0671,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S09,2011,muslim,19.2601,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S10,2011,muslim,16.8664,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S11,2011,muslim,1.616,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
pop-share,state,IN-S12,2011,muslim,1.9545,all_persons_at_geography_total_residence,,,,census-india-2011,sources/census-2011/c-series/c01-population-by-religion.xls,canonicalize-pop-share-v1.0.0-20260527T175252Z,Muslim share of total population (all residences combined).,false
