metric_id,geography_level,geography_code,year,religion,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
communal-incidents-govt,national,IN,2015,all,789,incidents_per_year,,,,ncrb-crime,sources/ncrb-crime/cii-2017-table-1-2.pdf,canonicalize-communal-incidents-govt-v2.0.0-20260530T165515Z,"NCRB Crime in India (Table 1.2 national time series), row 23.1 'Communal/Religious' rioting. Incident counts only — no religion of victim/perpetrator in the published table. Caveat: several states stopped recording 'communal' as a separate crime category since ~2017, which deflates the national total over time; civil-society compilations (Documentation of the Oppressed, India Hate Lab) typically report higher counts.",false
communal-incidents-govt,national,IN,2016,all,869,incidents_per_year,,,,ncrb-crime,sources/ncrb-crime/cii-2017-table-1-2.pdf,canonicalize-communal-incidents-govt-v2.0.0-20260530T165515Z,"NCRB Crime in India (Table 1.2 national time series), row 23.1 'Communal/Religious' rioting. Incident counts only — no religion of victim/perpetrator in the published table. Caveat: several states stopped recording 'communal' as a separate crime category since ~2017, which deflates the national total over time; civil-society compilations (Documentation of the Oppressed, India Hate Lab) typically report higher counts.",false
communal-incidents-govt,national,IN,2017,all,723,incidents_per_year,,,,ncrb-crime,sources/ncrb-crime/cii-2017-table-1-2.pdf,canonicalize-communal-incidents-govt-v2.0.0-20260530T165515Z,"NCRB Crime in India (Table 1.2 national time series), row 23.1 'Communal/Religious' rioting. Incident counts only — no religion of victim/perpetrator in the published table. Caveat: several states stopped recording 'communal' as a separate crime category since ~2017, which deflates the national total over time; civil-society compilations (Documentation of the Oppressed, India Hate Lab) typically report higher counts.",false
communal-incidents-govt,national,IN,2019,all,438,incidents_per_year,,,,ncrb-crime,sources/ncrb-crime/cii-2021-table-1-2.pdf,canonicalize-communal-incidents-govt-v2.0.0-20260530T165515Z,"NCRB Crime in India (Table 1.2 national time series), row 23.1 'Communal/Religious' rioting. Incident counts only — no religion of victim/perpetrator in the published table. Caveat: several states stopped recording 'communal' as a separate crime category since ~2017, which deflates the national total over time; civil-society compilations (Documentation of the Oppressed, India Hate Lab) typically report higher counts.",false
communal-incidents-govt,national,IN,2020,all,857,incidents_per_year,,,,ncrb-crime,sources/ncrb-crime/cii-2022-book1.pdf,canonicalize-communal-incidents-govt-v2.0.0-20260530T165515Z,"NCRB Crime in India (Table 1.2 national time series), row 23.1 'Communal/Religious' rioting. Incident counts only — no religion of victim/perpetrator in the published table. Caveat: several states stopped recording 'communal' as a separate crime category since ~2017, which deflates the national total over time; civil-society compilations (Documentation of the Oppressed, India Hate Lab) typically report higher counts.",false
communal-incidents-govt,national,IN,2021,all,378,incidents_per_year,,,,ncrb-crime,sources/ncrb-crime/cii-2023-part1.pdf,canonicalize-communal-incidents-govt-v2.0.0-20260530T165515Z,"NCRB Crime in India (Table 1.2 national time series), row 23.1 'Communal/Religious' rioting. Incident counts only — no religion of victim/perpetrator in the published table. Caveat: several states stopped recording 'communal' as a separate crime category since ~2017, which deflates the national total over time; civil-society compilations (Documentation of the Oppressed, India Hate Lab) typically report higher counts.",false
communal-incidents-govt,national,IN,2022,all,272,incidents_per_year,,,,ncrb-crime,sources/ncrb-crime/cii-2023-part1.pdf,canonicalize-communal-incidents-govt-v2.0.0-20260530T165515Z,"NCRB Crime in India (Table 1.2 national time series), row 23.1 'Communal/Religious' rioting. Incident counts only — no religion of victim/perpetrator in the published table. Caveat: several states stopped recording 'communal' as a separate crime category since ~2017, which deflates the national total over time; civil-society compilations (Documentation of the Oppressed, India Hate Lab) typically report higher counts.",false
communal-incidents-govt,national,IN,2023,all,272,incidents_per_year,,,,ncrb-crime,sources/ncrb-crime/cii-2023-part1.pdf,canonicalize-communal-incidents-govt-v2.0.0-20260530T165515Z,"NCRB Crime in India (Table 1.2 national time series), row 23.1 'Communal/Religious' rioting. Incident counts only — no religion of victim/perpetrator in the published table. Caveat: several states stopped recording 'communal' as a separate crime category since ~2017, which deflates the national total over time; civil-society compilations (Documentation of the Oppressed, India Hate Lab) typically report higher counts.",false
communal-incidents-govt,state,IN-S23,2022,all,68,incidents_per_year,,,,ncrb-crime,sources/ncrb-crime/cii-2022-book1.pdf,canonicalize-communal-incidents-govt-v2.0.0-20260530T165515Z,NCRB CII 2022 Table 1A.4 state-level. Madhya Pradesh reported 68 communal/religious rioting incidents. Caveat: state-to-state comparisons are biased by inconsistent recording practices.,false
communal-incidents-govt,state,IN-S10,2022,all,60,incidents_per_year,,,,ncrb-crime,sources/ncrb-crime/cii-2022-book1.pdf,canonicalize-communal-incidents-govt-v2.0.0-20260530T165515Z,NCRB CII 2022 Table 1A.4 state-level. Bihar reported 60 communal/religious rioting incidents. Caveat: state-to-state comparisons are biased by inconsistent recording practices.,false
