metric_id,geography_level,geography_code,year,religion,residence,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
household-net-worth,national,IN,2012,muslim,all,916000,per_household,13701,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-household-net-worth-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: average household assets (land, buildings, livestock, agricultural machinery, transport, financial assets; the published asset concept, which excludes gold/ornaments worth ~4% more) minus outstanding cash debt, rural+urban, as on 30.06.2012, weighted by the official multiplier. The estimator reproduces the published all-India average debt and incidence of indebtedness EXACTLY and average assets within 0.75% (a documented empty-column defect in MoSPI's own CSV conversion of the non-farm-equipment block). Land is valued at normative/guideline rates, not market prices. Rounded to the nearest Rs 1,000. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made. Year=2012 is the assets-as-on date; the survey was fielded January-December 2013. Values are nominal rupees of the round's reference date.",false
household-net-worth,national,IN,2012,muslim,rural,763000,per_household,6349,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-household-net-worth-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: average household assets (land, buildings, livestock, agricultural machinery, transport, financial assets; the published asset concept, which excludes gold/ornaments worth ~4% more) minus outstanding cash debt, rural, as on 30.06.2012, weighted by the official multiplier. The estimator reproduces the published all-India average debt and incidence of indebtedness EXACTLY and average assets within 0.75% (a documented empty-column defect in MoSPI's own CSV conversion of the non-farm-equipment block). Land is valued at normative/guideline rates, not market prices. Rounded to the nearest Rs 1,000. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made. Year=2012 is the assets-as-on date; the survey was fielded January-December 2013. Values are nominal rupees of the round's reference date.",false
household-net-worth,national,IN,2012,muslim,urban,1155000,per_household,7352,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-household-net-worth-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: average household assets (land, buildings, livestock, agricultural machinery, transport, financial assets; the published asset concept, which excludes gold/ornaments worth ~4% more) minus outstanding cash debt, urban, as on 30.06.2012, weighted by the official multiplier. The estimator reproduces the published all-India average debt and incidence of indebtedness EXACTLY and average assets within 0.75% (a documented empty-column defect in MoSPI's own CSV conversion of the non-farm-equipment block). Land is valued at normative/guideline rates, not market prices. Rounded to the nearest Rs 1,000. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made. Year=2012 is the assets-as-on date; the survey was fielded January-December 2013. Values are nominal rupees of the round's reference date.",false
household-net-worth,national,IN,2012,hindu,all,1369000,per_household,86095,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-household-net-worth-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: average household assets (land, buildings, livestock, agricultural machinery, transport, financial assets; the published asset concept, which excludes gold/ornaments worth ~4% more) minus outstanding cash debt, rural+urban, as on 30.06.2012, weighted by the official multiplier. The estimator reproduces the published all-India average debt and incidence of indebtedness EXACTLY and average assets within 0.75% (a documented empty-column defect in MoSPI's own CSV conversion of the non-farm-equipment block). Land is valued at normative/guideline rates, not market prices. Rounded to the nearest Rs 1,000. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made. Year=2012 is the assets-as-on date; the survey was fielded January-December 2013. Values are nominal rupees of the round's reference date.",false
household-net-worth,national,IN,2012,hindu,rural,920000,per_household,49385,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-household-net-worth-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: average household assets (land, buildings, livestock, agricultural machinery, transport, financial assets; the published asset concept, which excludes gold/ornaments worth ~4% more) minus outstanding cash debt, rural, as on 30.06.2012, weighted by the official multiplier. The estimator reproduces the published all-India average debt and incidence of indebtedness EXACTLY and average assets within 0.75% (a documented empty-column defect in MoSPI's own CSV conversion of the non-farm-equipment block). Land is valued at normative/guideline rates, not market prices. Rounded to the nearest Rs 1,000. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made. Year=2012 is the assets-as-on date; the survey was fielded January-December 2013. Values are nominal rupees of the round's reference date.",false
household-net-worth,national,IN,2012,hindu,urban,2248000,per_household,36710,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-household-net-worth-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: average household assets (land, buildings, livestock, agricultural machinery, transport, financial assets; the published asset concept, which excludes gold/ornaments worth ~4% more) minus outstanding cash debt, urban, as on 30.06.2012, weighted by the official multiplier. The estimator reproduces the published all-India average debt and incidence of indebtedness EXACTLY and average assets within 0.75% (a documented empty-column defect in MoSPI's own CSV conversion of the non-farm-equipment block). Land is valued at normative/guideline rates, not market prices. Rounded to the nearest Rs 1,000. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made. Year=2012 is the assets-as-on date; the survey was fielded January-December 2013. Values are nominal rupees of the round's reference date.",false
household-net-worth,national,IN,2012,christian,all,2081000,per_household,6989,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-household-net-worth-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: average household assets (land, buildings, livestock, agricultural machinery, transport, financial assets; the published asset concept, which excludes gold/ornaments worth ~4% more) minus outstanding cash debt, rural+urban, as on 30.06.2012, weighted by the official multiplier. The estimator reproduces the published all-India average debt and incidence of indebtedness EXACTLY and average assets within 0.75% (a documented empty-column defect in MoSPI's own CSV conversion of the non-farm-equipment block). Land is valued at normative/guideline rates, not market prices. Rounded to the nearest Rs 1,000. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made. Year=2012 is the assets-as-on date; the survey was fielded January-December 2013. Values are nominal rupees of the round's reference date.",false
household-net-worth,national,IN,2012,christian,rural,1491000,per_household,4009,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-household-net-worth-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: average household assets (land, buildings, livestock, agricultural machinery, transport, financial assets; the published asset concept, which excludes gold/ornaments worth ~4% more) minus outstanding cash debt, rural, as on 30.06.2012, weighted by the official multiplier. The estimator reproduces the published all-India average debt and incidence of indebtedness EXACTLY and average assets within 0.75% (a documented empty-column defect in MoSPI's own CSV conversion of the non-farm-equipment block). Land is valued at normative/guideline rates, not market prices. Rounded to the nearest Rs 1,000. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made. Year=2012 is the assets-as-on date; the survey was fielded January-December 2013. Values are nominal rupees of the round's reference date.",false
household-net-worth,national,IN,2012,christian,urban,2740000,per_household,2980,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-household-net-worth-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: average household assets (land, buildings, livestock, agricultural machinery, transport, financial assets; the published asset concept, which excludes gold/ornaments worth ~4% more) minus outstanding cash debt, urban, as on 30.06.2012, weighted by the official multiplier. The estimator reproduces the published all-India average debt and incidence of indebtedness EXACTLY and average assets within 0.75% (a documented empty-column defect in MoSPI's own CSV conversion of the non-farm-equipment block). Land is valued at normative/guideline rates, not market prices. Rounded to the nearest Rs 1,000. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made. Year=2012 is the assets-as-on date; the survey was fielded January-December 2013. Values are nominal rupees of the round's reference date.",false
household-net-worth,national,IN,2012,sikh,all,5075000,per_household,1966,,,aidis-2013,sources/nada/aidis-2013-v1/CSV_NSS_70th_Debt_&_Investment_Visit1_Jan_Dec_2013.zip,canonicalize-household-net-worth-v2.0.0-20260611T164504Z,"Computed from AIDIS 2013 (NSS 70th round, Sch 18.2) Visit-1 unit-level microdata pulled via the MoSPI NADA API: average household assets (land, buildings, livestock, agricultural machinery, transport, financial assets; the published asset concept, which excludes gold/ornaments worth ~4% more) minus outstanding cash debt, rural+urban, as on 30.06.2012, weighted by the official multiplier. The estimator reproduces the published all-India average debt and incidence of indebtedness EXACTLY and average assets within 0.75% (a documented empty-column defect in MoSPI's own CSV conversion of the non-farm-equipment block). Land is valued at normative/guideline rates, not market prices. Rounded to the nearest Rs 1,000. NSO unit-data rider: religion is self-reported and the survey is stratified for states, not religions, so the split is indicative and no sub-state estimates are made. Year=2012 is the assets-as-on date; the survey was fielded January-December 2013. Values are nominal rupees of the round's reference date.",false
