metric_id,geography_level,geography_code,year,religion,sex,value,denominator,sample_size,ci_lower,ci_upper,source_id,source_document,extraction_run,methodology_note,break_flag
muslim-higher-ed-enrolment,national,IN,2021,muslim,all,2108033,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,national,IN,2021,muslim,male,1068773,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority males enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,national,IN,2021,muslim,female,1039260,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority females enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,national,IN,2020,muslim,all,1921713,students,,,,aishe,sources/aishe/aishe-report-2020-21.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2020-21 Table 15 Muslim Minority enrolment. Year=2020 represents the academic year 2020-21.,false
muslim-higher-ed-enrolment,national,IN,2020,muslim,male,954655,students,,,,aishe,sources/aishe/aishe-report-2020-21.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2020-21 Table 15 Muslim Minority males enrolment. Year=2020 represents the academic year 2020-21.,false
muslim-higher-ed-enrolment,national,IN,2020,muslim,female,967058,students,,,,aishe,sources/aishe/aishe-report-2020-21.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2020-21 Table 15 Muslim Minority females enrolment. Year=2020 represents the academic year 2020-21.,false
muslim-higher-ed-enrolment,state,IN-S01,2021,muslim,all,138142,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S02,2021,muslim,all,1314,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S03,2021,muslim,all,19917,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S04,2021,muslim,all,692,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S05,2021,muslim,all,16836,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S06,2021,muslim,all,10961,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S07,2021,muslim,all,28282,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S08,2021,muslim,all,46411,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S09,2021,muslim,all,326819,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S10,2021,muslim,all,172681,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S11,2021,muslim,all,162,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S12,2021,muslim,all,107,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S13,2021,muslim,all,253,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S14,2021,muslim,all,1964,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S15,2021,muslim,all,130,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S16,2021,muslim,all,3002,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S17,2021,muslim,all,2119,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S18,2021,muslim,all,84808,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S20,2021,muslim,all,38200,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S21,2021,muslim,all,8509,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S22,2021,muslim,all,5113,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S23,2021,muslim,all,39205,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
muslim-higher-ed-enrolment,state,IN-S24,2021,muslim,all,35993,students,,,,aishe,sources/aishe/aishe-report-2021-22.pdf,canonicalize-muslim-higher-ed-enrolment-v3.0.0-20260610T083829Z,AISHE 2021-22 Table 15 Muslim Minority enrolment. Year=2021 represents the academic year 2021-22.,false
